"b_RE[1]","b_RE[2]","b_RE[3]","b_HIV","b[1]","b[2]","b[3]","b[4]","b[5]","b[6]"
1.0425,1.7679,3.1631,1.4127,-0.0378,-0.806,-0.3763,1.1417,0.4349,0.633
1.6309,1.9913,2.0257,1.5064,-0.0037,-0.4876,-0.5352,1.7557,-0.256,0.4572
1.1188,1.4164,2.5978,1.4818,-0.7029,-0.9246,0.2386,0.7983,0.3206,0.3267
0.9478,1.2987,3.0594,1.7591,-0.6683,-0.6162,-0.0397,0.9791,0.2565,0.3451
1.5549,1.9226,4.8089,0.9775,-0.5222,-0.0991,-0.3274,0.6926,-0.222,0.551
1.575,1.8128,3.7547,1.4501,-1.1234,-0.2987,-0.3092,0.3986,-0.217,0.4421
0.9034,1.4811,3.5682,1.7896,-0.1157,-0.9046,-0.0398,1.0577,0.5222,0.5856
0.7376,1.1629,2.1731,1.4391,-0.0773,-0.2884,-0.3266,1.6937,-0.1255,0.4526
2.0118,2.5926,3.9656,1.6926,-0.3994,-0.4017,0.1252,1.0116,0.0013,0.148
0.9469,1.7434,2.7154,1.6351,-0.4931,-0.453,-0.2686,1.1494,0.1802,0.3766
1.0555,2.2312,3.6319,0.9984,-0.5309,-0.3988,-0.3055,1.0866,0.0449,0.3005
1.4469,1.4993,3.5262,2.2263,-0.6635,-0.3201,-0.0773,0.9648,0.0054,0.6076
1.4346,1.6075,3.2789,1.9071,-0.6662,-0.8212,-0.2883,1.1783,0.1465,0.3437
1.2227,1.1766,2.4697,1.963,-0.5247,-1.1624,-0.2352,1.4196,0.3538,0.4361
1.0335,1.8907,2.158,1.3816,-0.6367,-0.6305,-0.19,0.9358,-0.1505,0.2597
1.3604,1.9732,5.8655,1.6285,-0.0957,-0.3473,-0.5277,1.1567,0.3223,0.3212
1.8113,2.8988,3.4889,1.2722,-0.6658,-0.2176,-0.202,0.7238,0.1848,0.4961
0.7128,1.9698,2.2185,1.5326,-0.5792,-0.712,-0.4508,1.0181,0.7292,0.2981
1.4355,1.425,3.022,1.6961,-0.5304,-0.8032,0.1192,1.0346,0.2366,0.1459
1.2323,1.6135,2.4612,1.5069,-0.5093,-0.1591,-0.3745,0.9668,0.2847,0.6143
1.3696,2.178,5.1797,1.5971,-0.5755,-0.5051,-0.2791,0.6965,0.2134,0.6824
1.3131,1.5992,2.5036,1.8578,-0.5306,-0.4328,-0.437,1.0719,0.3364,0.6828
1.8455,2.1281,5.6939,2.0886,-0.3128,-0.4827,-0.1429,1.0076,0.2403,0.5945
1.1359,1.2844,2.5754,1.785,-0.613,-0.6067,-0.4257,1.3194,0.1342,0.4132
1.5368,1.8332,5.8732,1.3388,-0.7358,-0.101,0.1922,0.7519,-0.4549,0.4747
1.3354,1.9367,2.2746,2.3334,-0.866,-0.1844,-0.1962,0.5814,-0.084,0.6499
1.415,2.0772,2.4362,1.4773,-0.1942,-0.4654,-0.4009,1.6231,-0.7766,0.138
1.3558,1.3046,2.3621,1.989,-0.6685,0.0323,-0.6911,0.8528,-0.0805,0.756
1.5821,2.2672,4.0593,1.5637,-0.4599,-0.2205,-0.3614,1.2653,0.2139,0.4971
0.8588,2.0201,3.3162,0.8247,-0.2701,-0.8716,-0.0491,0.5379,0.4557,0.5692
1.055,1.3091,2.2279,2.1661,-0.9061,-0.7533,-0.2931,1.3032,0.2314,0.5027
1.4798,1.4611,3.5296,1.2035,-0.3082,-0.7126,-0.1323,1.1652,0.326,0.396
1.2529,2.0953,4.2727,1.6503,-0.4143,-0.2989,-0.4816,0.9214,0.1934,0.6497
2.0678,1.6829,3.5494,1.4317,-0.3779,-0.4812,0.0207,1.0953,-0.0215,0.438
1.1087,1.3244,1.8598,1.7432,-0.7439,-1.0979,-0.5329,1.4778,-0.2418,0.7753
0.8808,1.8287,2.7341,1.8207,-0.2446,-0.0983,-0.3049,1.3989,-0.1679,0.6417
1.868,2.1773,2.6941,1.509,-0.9128,-0.298,-0.3898,0.7615,-0.3666,0.6042
0.9088,1.3977,1.8208,1.5289,-0.507,0.0455,-0.469,1.4491,-0.5623,0.322
1.5763,1.9433,3.5449,0.9755,-0.3259,-0.5167,-0.2509,0.8125,0.0215,0.3002
0.8892,1.5718,2.4901,1.8857,-0.9596,-0.8534,-0.5409,1.3373,0.4942,0.7237
0.471,1.4497,3.4981,1.089,-0.187,-0.7328,-0.131,0.9761,0.1237,0.5447
1.1442,1.5115,2.0353,1.2038,-0.3565,-0.4002,-0.2137,0.801,-0.1178,0.6943
2.6197,1.8025,6.0041,1.3039,-0.6672,-0.264,0.1608,0.6695,-0.1977,0.3109
1.9439,1.0474,3.4422,1.5508,0.0161,-0.7179,-0.2873,1.4133,0.3056,0.4474
0.7995,1.2822,2.6145,2.6063,-0.3478,-0.6952,-0.6408,1.3266,0.3335,0.4925
0.8542,1.1572,4.5381,1.5332,-0.1813,-0.5145,-0.5433,1.6355,-0.4768,0.7249
1.8005,1.4429,2.3124,2.5239,-0.4993,0.0611,-0.6101,1.186,-0.407,0.4917
0.8639,1.6422,3.6987,1.5738,-0.136,-0.5918,-0.5212,1.3836,-0.0764,0.539
1.2238,1.6342,3.2526,1.5663,-0.6729,-0.7115,-0.3794,1.0686,0.3643,0.4315
2.3812,1.7516,5.4914,1.5698,-0.362,-0.6152,-0.0945,0.9576,0.1747,0.1627
0.8743,1.564,5.3951,0.769,-0.552,-0.4216,-0.17,0.9129,-0.3244,0.5112
1.5941,1.7464,3.1856,1.773,-0.7286,-0.341,-0.4925,0.9316,0.2602,0.6178
2.3943,1.5427,2.6658,1.381,-0.5969,-0.5137,-0.0266,1.1128,-0.3146,0.2539
0.8389,1.4291,2.9008,1.6537,-0.0755,-0.8408,-0.1748,1.0096,0.0478,0.4033
1.2798,1.6456,2.6714,1.977,-0.2976,-0.6154,-0.5705,1.4712,0.2499,0.4219
0.9716,1.8271,2.5433,2.3339,-0.479,-0.9045,-0.535,1.3019,0.4546,0.4537
1.4153,1.9342,2.7988,1.8341,-0.4497,-0.5956,-0.1055,1.27,0.0146,0.5355
0.9371,1.7257,2.9779,1.9124,-0.4371,-0.4239,-0.527,1.1861,0.3654,0.3044
1.2079,1.2523,2.6315,1.414,-0.6668,-0.7872,-0.1356,0.9758,0.1174,0.3698
1.2279,1.5791,2.9532,1.1478,-0.3554,-0.3272,-0.3842,1.1996,-0.3437,0.2845
1.8744,1.8892,5.1783,1.45,-0.8768,-0.3889,-0.3168,0.4494,-0.1189,0.773
1.2599,2.2713,4.4927,1.3102,0.022,-0.5564,-0.3127,1.0491,0.3004,0.6341
1.2561,1.8141,3.9998,1.8286,-0.5256,-0.0151,0.0182,1.1382,-0.077,0.2363
1.7921,1.9454,4.2276,1.0049,-0.35,-0.4724,-0.2518,1.4357,-0.5597,0.5664
1.5369,1.2612,2.5515,1.8862,-0.5164,-0.1102,-0.1304,0.9497,0.0404,0.6004
0.9684,2.4291,2.0864,1.3077,-0.2424,-0.3084,-0.1011,0.9055,0.0431,0.3463
1.4314,1.7931,5.6612,1.2169,0.0179,-0.2523,-0.3246,1.1659,0.0091,0.3888
0.246,2.0648,3.0885,1.0649,-0.1987,-0.1248,-0.1262,0.5868,-0.2477,0.6203
1.3806,1.7637,3.1315,1.7036,-0.3819,0.2076,-0.3856,1.622,-0.814,0.2643
2.8437,1.7394,3.4232,1.9917,-0.2281,-0.2476,-0.2339,0.92,-0.5071,0.5887
1.3732,1.4951,2.7037,2.2164,-0.6941,-0.3888,-0.2093,1.1435,0.051,0.2611
1.4186,2.0484,4.6557,1.118,-0.1768,-0.4543,-0.2157,0.5185,0.1976,0.602
1.0538,1.4893,2.277,2.2707,-0.5521,-0.1574,-0.2762,1.1878,-0.0818,0.5381
1.5829,1.5018,2.6472,1.5418,-0.5089,-0.2569,-0.3445,0.8142,0.4886,0.5625
1.2346,1.662,2.8711,2.0703,-0.4279,-0.3181,-0.2612,1.6451,-0.2915,0.2494
1.3126,1.5751,2.4081,1.1866,-0.8391,-0.1945,-0.3986,0.8525,-0.0261,0.6468
1.0443,2.2592,4.0604,0.9927,-0.0282,-0.021,-0.1941,0.697,-0.6223,0.5636
1.065,1.7939,2.3511,2.1418,-0.3359,-0.8142,-0.1245,1.1238,0.2587,0.6041
0.8421,1.3019,3.854,2.0374,-0.037,-0.8855,-0.2882,1.4739,0.1989,0.4818
1.0278,2.5311,2.8207,1.9418,-0.4606,-0.3279,-0.4239,1.3308,-0.5373,0.7415
1.1518,1.7234,3.7445,1.2044,-0.0333,-0.811,-0.1922,1.6179,-0.0875,0.2723
1.7036,1.9722,3.4084,1.4449,-0.6635,-0.0204,-0.5176,0.9238,-0.2246,0.5098
1.2024,1.362,1.6275,1.4333,-0.7542,-0.1744,-0.8065,0.5685,0.7079,0.9751
1.2781,1.734,3.1536,2.1162,-0.5327,-0.2313,-0.5005,0.9849,-0.0878,0.6386
0.8147,3.9383,2.8469,1.3395,-0.0757,-0.1653,-0.4574,1.4814,-0.2817,0.5201
1.4475,1.4532,2.723,1.673,-0.1919,-0.7502,-0.2536,1.4305,0.4212,0.1845
1.7936,1.3712,2.8565,2.1591,-0.4508,-0.5461,-0.1696,0.8162,0.2038,0.4453
1.3195,1.881,3.6253,1.6557,-0.5223,-0.9326,-0.3029,0.7081,0.858,0.5046
1.4118,1.6135,3.4605,1.8463,-0.4348,-0.4637,-0.3821,0.9836,0.0924,0.5404
1.8187,1.2604,2.2998,1.1198,-0.7162,-0.7087,-0.0564,1.1564,0.1027,0.1852
1.9733,2.3314,4.2191,1.3167,-0.4529,-0.3643,0.1595,1.2384,-0.013,0.1551
1.6032,1.6611,3.7609,1.556,-0.4023,-0.589,-0.4314,0.9862,-0.057,0.3721
1.3028,1.9911,5.0881,1.5989,-0.4552,-0.3246,-0.3822,0.6747,0.76,0.7896
0.8481,2.6984,2.7981,0.6602,-0.4348,-0.1166,-0.2408,0.4943,-0.1334,0.6143
1.4639,1.5708,2.6437,2.0805,-0.7434,-0.4331,-0.7587,1.393,-0.0513,0.7067
1.3788,1.8906,2.5574,2.1158,-0.6655,-1e-04,-0.7561,1.2689,-0.0142,0.5284
1.4986,2.2581,3.2773,1.4931,-0.1271,-0.1062,-0.4574,1.3591,-0.2058,0.5948
1.206,1.5322,2.5377,1.5551,-0.3627,-0.6886,0.0785,1.0817,0.5818,0.4623
1.7539,1.8733,2.5961,1.5825,-0.5523,-0.5018,-0.351,0.9539,0.4555,0.691
1.5165,1.9885,2.5858,1.161,-0.4467,-0.409,-0.3237,0.7809,0.6043,0.8589
1.926,2.0332,4.6793,1.0302,-0.3408,-0.3619,-0.1769,0.9009,0.0259,0.3113
0.9687,1.6126,2.8134,1.4544,-0.449,-0.6012,-0.233,1.1526,-0.2714,0.7181
1.0439,1.4444,2.7724,1.6601,-0.8391,-0.1385,-0.2787,1.1858,0.0418,0.3319
1.7652,1.7567,2.9827,1.5734,-0.0323,-0.3069,-0.082,1.4161,-0.0626,0.4453
1.3264,2.7567,2.638,1.5143,-0.5388,-0.5247,-0.1384,0.7824,-0.1648,0.5535
1.7901,2.6072,3.3673,1.4395,-0.5277,-0.4068,-0.3329,1.0257,0.0407,0.4281
1.4444,1.7816,3.1436,1.6519,-0.3231,-0.7734,-0.2585,1.1209,0.4553,0.488
1.4459,1.4548,2.6321,1.5353,-0.5606,-0.4639,-0.4114,0.7467,0.3508,0.5074
0.9406,2.1258,5.2537,1.2074,0.0116,-0.7508,-0.2774,0.9145,0.2323,0.2625
2.1183,2.0999,3.1278,1.7171,-0.678,-0.358,-0.4232,1.0163,0.0215,0.2524
0.8334,1.6969,3.9833,0.9467,-0.1493,-0.2995,-0.2681,1.0221,-0.2383,0.5578
2.4861,1.6103,6.6184,0.7887,-0.3687,-0.9363,-0.0246,0.9131,0.3044,0.3985
1.831,1.3429,5.7721,1.7374,-0.3553,-0.3377,-0.3671,1.1047,-0.4467,0.5076
2.3346,2.6708,6.0457,1.5338,-0.461,-0.2459,-0.3215,0.8942,-0.4232,0.4099
0.4974,2.7937,3.6534,1.2267,-0.4521,-0.076,-0.555,1.2251,-0.1951,0.5575
1.5355,1.5409,3.1302,1.7047,-0.5801,-0.7263,0.1492,1.0181,0.2123,0.0347
1.1602,1.9057,3.3958,1.6954,-0.8188,-0.1906,-0.7046,0.9284,0.3259,0.7133
1.9554,2.345,5.2657,1.4301,-0.1915,-0.1845,-0.3625,1.0753,-0.118,0.3967
1.3009,1.824,2.968,1.6301,-0.3409,-0.2914,-0.1692,0.9975,0.2034,0.3751
0.9275,1.997,4.3891,1.5361,-0.3533,-0.7302,-0.3462,0.9139,0.2546,0.6124
0.5261,1.4347,2.217,2.1357,-0.2201,-0.5822,-0.597,1.3283,-0.1636,0.7727
0.7375,1.9802,2.613,1.3716,-0.3129,-0.549,-0.3252,0.5134,0.3671,0.6701
0.9776,1.5276,2.829,1.1345,0.054,-0.4138,0.0197,1.5534,-0.3273,0.2333
1.8236,1.4209,2.9191,1.7206,-0.2533,-0.8558,-0.1381,1.4881,0.3085,0.3733
1.607,1.2113,3.8129,1.1344,-0.6526,-0.683,0.3342,0.7364,0.3134,0.1777
1.5179,1.1821,3.0467,1.9547,-0.1604,-0.8913,-0.5373,0.8846,0.5659,0.8119
2.3576,2.2116,3.8028,1.2985,-0.7008,-0.3452,-0.4038,0.7472,-0.1595,0.4094
1.2593,1.8749,3.1315,1.435,-0.6903,-0.2879,-0.1305,0.5684,0.1138,0.4231
1.6998,2.4369,3.7741,0.9089,-0.0927,-0.3257,-0.1692,1.3482,-0.2135,0.0892
1.6108,2.1414,3.1203,1.0579,-0.325,-0.3102,-0.438,0.7787,-0.0584,0.6698
1.3974,1.6779,3.387,1.5521,0.0575,-0.5463,0.1662,0.9588,0.0836,0.4585
1.3476,1.036,4.0007,1.8859,-0.8482,-0.9155,-0.2803,1.3586,-0.1595,0.2737
1.292,2.1626,4.1265,1.3025,-0.4768,-0.6768,-0.2686,1.1137,-0.0074,0.3666
2.0033,1.9447,2.1768,2.0582,-0.548,-0.5928,-0.4102,1.1013,0.5448,0.5029
1.0226,2.478,3.3291,1.3004,-0.6876,-0.0514,-0.7144,1.1918,-0.0348,0.55
1.6978,1.5777,3.1341,1.9836,-0.2413,-0.1243,-0.7979,1.5526,-0.1688,0.4436
1.2349,2.072,2.7447,0.9358,-0.5666,-0.2174,-0.2211,0.9989,0.2497,0.4892
1.2243,2.0248,2.8795,1.8327,-0.6664,-0.366,-0.3093,1.0615,0.3777,0.465
1.3625,2.1234,3.9927,1.3394,-0.6861,-0.522,-0.2526,0.776,0.0368,0.5829
1.284,2.4589,5.4971,1.7281,-0.7198,0.0189,-0.5764,1.0203,0.1135,0.3817
1.7772,1.8805,4.0766,1.36,-0.9444,-0.4123,-0.2915,0.9291,-0.4171,0.3942
1.4874,2.0547,3.8134,1.6057,-0.6934,-0.282,-0.4974,0.8268,-0.1169,0.6677
0.7064,1.277,3.554,1.4944,-0.3028,-0.5342,-0.295,0.8197,-0.6539,0.3789
0.7872,1.2827,3.288,1.5381,-0.1914,-0.5295,-0.2334,0.7868,0.424,0.8046
1.058,1.7126,4.6584,1.7395,-0.1955,-0.8563,-0.3741,1.1653,0.4349,0.5412
1.7274,3.128,3.6826,1.0487,-0.5326,0.0319,-0.0421,0.7264,-0.4317,0.508
0.5254,1.6185,3.8374,1.3202,-0.2857,-0.7789,-0.555,1.0772,0.6031,0.4768
0.6285,1.4615,2.8345,1.3357,-0.0885,-0.9238,-0.1985,1.2183,0.0818,0.4759
1.1682,1.7659,2.7184,1.9087,-0.1054,-0.492,-0.5313,1.4165,0.2809,0.4794
1.8639,1.7777,3.2475,1.3139,-0.587,-0.2308,-0.4048,1.1969,0.0251,0.3504
1.199,1.4632,2.0098,1.6357,-0.2664,-0.4726,-0.036,1.5251,0.0333,0.3354
1.5138,1.5159,2.7591,1.8567,-0.5661,-0.4231,-0.4011,1.306,0.1868,0.6263
1.0814,1.3669,4.4756,1.4016,-0.0993,-0.2696,0.1075,0.6481,0.6105,0.6112
1.527,2.7085,3.9244,1.3045,-0.2952,-0.6756,-0.4777,0.649,0.4141,0.4578
1.0365,1.8435,5.1597,1.8312,-0.3456,-0.2383,-0.8567,1.3346,-0.4682,0.6811
1.4081,1.5148,2.2488,1.8593,-0.1849,-0.2117,-0.2794,1.5201,-0.2983,0.2493
1.4364,1.3606,4.6297,1.3068,-0.5712,-0.5179,0.1266,1.0503,-0.2163,0.4289
1.032,1.2657,2.152,2.1091,-0.378,-0.3764,-0.7028,1.5281,-0.0226,0.8377
1.8619,1.2889,2.0878,2.2272,-0.3032,-0.132,-0.3672,1.3281,0.199,0.491
0.7056,1.6662,3.923,1.6795,-0.1041,-0.6094,-0.4682,1.0787,0.3806,0.7108
1.4175,1.8784,2.8684,0.9189,-0.667,-0.3311,-0.1343,0.4754,-0.2191,0.7589
1.5995,1.6802,2.2573,1.8833,-0.3949,0.2115,-0.4786,1.0098,-0.0067,0.6879
0.866,1.3271,3.2922,1.2012,-0.6588,-1.0109,-0.4688,0.9226,0.3273,0.5928
1.6243,2.1391,3.7326,1.7764,-0.0453,-0.8249,-0.0756,0.8,0.5658,0.4836
1.3429,1.6537,2.9107,1.7549,-0.4598,-0.0509,-0.1254,0.7344,-0.1405,0.5865
1.3268,1.8317,3.4444,1.8588,-0.4287,-0.6727,-0.1431,1.1664,0.2858,0.1705
1.5063,2.1119,4.5237,1.6006,-0.1483,-0.4836,-0.1437,0.9955,-0.1908,0.6796
0.7867,1.8693,3.1378,1.7499,-0.71,0.0924,-0.6312,0.6839,0.0154,0.8502
1.2917,1.7366,3.4615,1.374,-0.9282,-0.0434,-0.518,0.7643,0.0055,0.4153
0.7899,1.8167,2.7701,1.5362,-0.1001,-0.5601,-0.7593,1.4276,0.2578,0.7043
1.3226,2.4294,3.4013,1.4683,-0.3802,-0.9076,-0.367,1.2336,0.5985,0.2633
1.3552,1.8063,4.9836,0.8739,-0.6149,-0.4846,-0.0642,0.9909,0.1929,0.1891
1.4034,1.2948,3.1188,1.5298,-0.6674,-0.8754,-0.2747,1.0476,0.2521,0.1942
0.9925,1.6236,1.9965,1.8194,-0.4332,-0.2757,-0.2448,1.2854,0.001,0.6569
1.5806,1.9821,3.8923,1.3655,-0.3287,-0.5443,-0.5781,0.8452,0.1747,0.4831
1.8551,1.6141,3.4576,1.1342,-0.7893,-0.7261,-0.2778,0.8604,0.0169,0.3161
1.4835,2.4187,2.3662,1.39,-0.1355,-0.2561,-0.4325,1.2971,-0.1348,0.6529
1.7771,2.515,4.2324,0.8585,-0.7964,-0.4502,0.1374,0.2675,0.1127,0.3766
0.8854,1.8127,3.5645,1.2265,-0.6424,-0.6823,-0.2141,0.7794,0.4815,0.6745
0.9582,1.8193,3.9118,1.5811,-0.121,-0.1978,-0.2094,0.9465,-0.2058,0.4492
0.6904,2.413,2.5935,1.271,-0.7333,-0.0761,-0.6562,0.7897,0.1528,0.9218
1.3548,1.1526,3.6136,1.1352,-0.9564,-0.8895,-0.1041,0.6937,0.6888,0.4988
0.925,2.511,4.186,1.1074,-0.2119,0.0408,-0.4332,1.1291,-0.2644,0.203
2.3743,3.3526,4.9929,1.1351,-0.3591,-0.1771,-0.3588,0.8341,-0.2443,0.2834
0.8097,1.7426,2.727,2.408,-0.5255,-0.3048,-0.1648,1.0353,0.0987,0.5801
1.3191,1.921,3.0694,1.1027,-0.4011,-0.431,0.1037,1.0412,-0.1044,0.3106
1.4126,1.74,3.0944,1.9475,-0.6935,0.2788,-0.7181,1.0419,-0.4005,1.0218
1.5222,1.5836,4.8583,0.7959,-0.3899,-0.5094,-0.2513,0.8949,0.0318,0.4701
1.188,2.6156,4.3559,1.7381,-0.2297,-0.2761,-0.5832,0.7491,0.3499,0.5252
1.1557,1.8734,2.5615,1.7052,-0.4377,-0.7139,-0.1752,1.2638,0.3535,0.4419
1.1377,2.4604,2.4515,1.582,-0.3344,-0.6758,-0.1102,1.0814,0.0456,0.2751
1.7459,1.9827,4.7302,1.1919,-0.6293,-0.5703,-0.1125,0.9104,0.018,0.2094
1.3775,1.3933,4.2415,1.4376,-0.9451,-0.4974,-0.2476,0.8627,-0.1374,0.7191
1.5859,1.807,4.9606,0.9426,-0.4422,-0.638,0.3158,0.6203,-0.0375,0.0858
1.6419,1.7705,3.7404,1.1927,-0.8847,-0.0941,0.0788,0.2328,-0.2381,0.2005
1.5132,1.967,2.5154,1.645,-0.4067,-0.5541,-0.3751,1.1132,0.3127,0.2977
2.6084,2.0694,5.1636,0.5818,-0.4147,-0.5329,-0.1878,0.8979,-0.3548,0.3204
1.2423,1.8189,3.7865,1.7304,-0.5554,-0.1729,-0.331,0.6768,0.1729,0.6413
0.1138,2.7661,2.3885,1.4263,-0.3946,-0.1081,-0.5243,0.7758,0.3653,0.7191
1.3973,1.3146,3.0887,1.4648,-0.4314,-0.1877,-0.1059,1.2103,-0.749,0.5265
1.0001,1.4173,2.3068,2.4784,0.4128,-0.7082,-0.4945,1.8349,-0.2108,0.6288
2.1045,1.904,3.0943,1.6909,-0.261,0.0625,-0.3435,0.6984,-0.0896,0.549
0.8012,0.8328,1.8209,2.7803,-0.5276,-0.3078,-0.5552,1.4712,0.2424,0.6028
1.6079,2.5181,3.1497,1.4468,-0.1635,-1.0383,-0.006,1.1143,0.3112,0.1641
2.0063,1.9619,2.6887,2.0307,-0.2825,-0.3433,-0.318,1.3927,-0.0124,0.1275
0.8017,1.6709,3.0082,1.2927,-0.4284,-0.1905,-0.157,0.9958,0.002,0.6607
1.4031,2.3219,3.5112,1.3766,-0.5314,-0.8018,-0.2175,1.1532,0.0016,0.2643
1.2338,1.9066,3.1699,1.9695,-0.6441,0.0924,-0.18,0.7373,0.0129,0.4387
1.3394,1.7667,3.4938,1.5124,0.1698,-0.2805,-0.5003,1.2957,0.2795,0.0269
2.0785,2.0066,3.5451,1.3496,-0.5444,-0.5638,-0.4288,0.6104,0.3967,0.388
1.1658,2.6746,4.9607,1.3297,-0.12,-0.2986,-0.3598,1.1384,-0.0483,0.6208
1.5787,2.1405,4.0848,1.1909,-0.4378,-0.2701,-0.306,0.8364,0.3094,0.5919
1.3147,1.7619,4.1555,0.9504,-0.6842,-1.33,-0.0907,0.8182,-0.1561,0.4222
1.3352,1.9118,4.1293,1.7744,-0.4575,-0.1711,-0.3416,0.6554,0.144,0.2885
0.9363,1.4907,1.9118,2.0776,-0.0748,-0.2624,-0.5224,1.13,0.0192,0.5538
1.4609,2.3697,4.9031,1.3071,-0.68,-0.5441,-0.2493,0.8022,-0.2026,0.3562
1.4316,1.5637,3.8772,1.9179,-0.2876,-0.2098,-0.3299,1.1161,-0.2554,0.4402
1.1605,1.1452,3.8577,1.8328,-0.4339,-0.4901,-0.4674,1.1653,0.1013,0.3587
1.3964,2.1437,3.1078,2.0641,-0.1429,-0.2232,-0.2994,1.2982,-0.2969,0.477
1.2968,1.4301,1.9935,1.6305,-0.6896,-1.0491,0.0014,0.8446,0.6276,0.3403
0.5062,1.9921,2.269,1.0422,-0.3759,-0.0133,-0.0611,0.6084,-0.28,0.5504
0.9576,1.4629,3.0215,1.3701,-0.4592,-0.5499,-0.1565,0.7795,0.1935,0.5819
1.7961,2.0814,4.58,1.2814,-0.1694,0.0758,0.0323,0.3296,0.1563,0.6262
0.9018,1.7517,3.3869,2.1594,0.0094,-0.2686,-0.3184,1.399,0.1806,0.3279
1.8236,1.8337,5.1819,1.2829,-0.2705,-1.1724,-0.0907,0.7949,0.194,0.3213
1.3239,1.4335,3.5228,1.4065,-0.2293,-0.645,-0.1097,0.9221,-0.0976,0.4777
1.6205,1.4958,3.4733,1.1237,0.0473,-0.8793,-0.1891,1.1561,0.2654,0.4394
1.406,1.8862,3.2166,1.8591,-0.0629,-0.8036,-0.1159,1.0564,0.6686,0.5414
1.3888,2.4397,2.5809,1.9733,-0.6017,-0.0934,-0.4005,0.9972,-0.2776,0.3992
1.4727,1.7575,3.3056,2.148,-1.0022,-0.0039,-0.3874,1.0837,-0.2913,0.5013
0.8951,1.8324,2.734,1.9126,0.089,-0.6291,-0.4072,1.3549,0.4801,0.6994
0.7383,1.8778,3.3191,1.0827,-0.0117,-0.5242,-0.5841,1.0306,0.261,0.6741
1.0704,1.7764,3.306,1.1626,-0.2006,-0.7213,-0.1269,1.3606,0.1513,0.4041
1.4751,2.1034,3.5082,1.8711,-0.3317,-0.3888,-0.5958,0.864,0.1865,0.6362
0.4991,1.2481,2.2082,0.9741,-0.2316,-0.064,-0.074,0.971,0.0223,0.6956
1.0528,1.5054,2.1579,1.5734,-0.2902,-0.5833,-0.3727,1.6802,-0.1143,0.3934
1.1024,2.432,3.2267,1.3844,-0.2854,-0.5412,-0.5949,0.9506,0.2784,0.7143
1.3375,1.8405,3.5923,1.561,-0.3705,-0.2301,-0.3699,0.8884,0.1022,0.5716
2.4258,1.7179,2.5235,1.5868,-0.4158,-0.22,-0.0695,1.1703,-0.3492,0.3262
1.3603,1.2008,2.6922,1.6276,-0.6876,-0.8942,0.1887,0.8977,0.6406,0.3504
1.2913,2.2388,2.3532,1.7492,-0.446,-0.5472,-0.4703,1.0462,0.5342,0.3302
1.1574,2.5267,2.4092,1.4027,-0.3166,-0.3026,-0.2528,0.6687,0.1803,0.6213
1.7695,1.9778,2.8971,1.1883,-0.4187,-0.2568,-0.0333,0.6151,0.2789,0.4017
1.9845,2.1726,4.3336,1.3996,-0.4882,-0.3908,-0.0822,0.5663,0.2213,0.4431
1.0198,1.6088,2.4496,1.4235,-0.2394,-0.5809,-0.3256,1.2503,0.5462,0.4101
0.9924,2.0071,3.1084,1.8273,0.0108,-0.4595,-0.458,1.4379,0.2417,0.4709
1.2416,1.9675,3.993,1.6442,-0.5544,-0.3659,-0.2084,1.1774,-0.3623,0.4615
1.6334,2.0609,4.1648,0.9461,-0.7235,-0.6989,-0.135,0.866,-0.0415,0.4086
0.9345,0.8919,3.58,0.9663,-0.143,-0.722,0.1265,0.7511,-0.0994,0.676
1.1364,2.1851,4.4757,1.5798,-0.1293,-0.1759,-0.5552,1.0077,-0.1426,0.5667
0.9966,1.3887,2.8548,1.5216,-0.5273,-0.6246,-0.1166,1.0983,-0.1689,0.7982
1.5852,1.9029,3.6697,1.7894,-0.4513,-0.3367,-0.4829,1.2802,0.2952,0.5749
1.0655,1.8463,3.8382,1.4977,-0.252,-0.8911,-0.2863,0.878,0.6516,0.4846
1.2752,1.6018,3.0505,0.9665,-1.0026,-0.3707,-0.3573,0.8539,-0.1755,0.5096
0.8228,1.4046,3.4302,1.5104,-0.2323,-1.3425,-0.1146,1.4061,0.6646,0.5026
1.1276,1.5906,2.3751,2.1203,-0.5637,-0.4187,-0.3654,0.4808,0.4861,0.7338
1.1888,1.2863,2.1421,1.9465,0.1256,-0.1395,-0.3692,1.5061,-0.3609,0.2842
1.6651,1.7643,2.6271,1.7222,-0.3073,-0.066,-0.0126,0.8494,-0.0487,0.4871
1.5625,1.5168,5.6938,1.0743,-0.2353,-0.7061,-0.0831,0.8274,0.04,0.4126
1.5723,2.3113,3.9003,1.3628,-0.3327,-0.5642,-0.6781,1.0251,0.0981,0.5738
1.9909,1.7525,2.7259,1.713,-0.1963,-0.6025,-0.2844,1.3159,0.2048,0.3275
1.7438,2.0187,2.9402,1.3652,-0.5975,-0.009,0.0451,0.778,-0.384,0.2315
1.7214,2.7177,3.8869,1.2581,-0.4672,-0.4478,-0.0168,0.2431,0.1038,0.3342
1.4176,1.8422,3.1529,1.7438,-0.4036,-0.5222,-0.1704,1.3028,0.3435,0.3359
0.7657,1.5955,2.1791,1.6425,-0.5985,-0.0154,-0.4314,0.881,0.0247,0.6767
1.183,1.3634,2.8337,1.6773,-0.6809,-0.0017,-0.3188,1.0198,-0.4094,0.3946
