"z_Smear[1]","z_Smear[2]","z_Mgit[1]","z_Mgit[2]","z_Xpert[1]","z_Xpert[2]"
-9.2712,0.6651,-4.6642,-1.1794,-8.0894,-1.4576
-7.24,1.1353,-5.6811,-0.4239,-5.8219,-2.2959
-6.3385,0.3771,-8.1621,-1.6611,-6.863,-1.7207
-5.8747,1.0652,-6.5829,-0.1071,-9.4339,-1.1109
-9.1137,0.6828,-4.8151,-1.3872,-7.2916,-2.2599
-7.6187,0.6086,-5.0448,-0.7501,-5.5414,-1.6809
-9.9611,-0.0101,-4.4981,-1.7001,-8.1802,-3.2761
-5.5555,0.9419,-4.7998,-0.8772,-5.7332,-2.7577
-4.6426,1.2465,-6.6964,-0.665,-8.2544,-2.058
-6.8265,0.6371,-5.2698,-0.7356,-6.4048,-1.6143
-10.5025,1.7154,-4.4118,-0.6337,-7.7006,-0.9941
-11.3119,1.0877,-6.4203,-0.6849,-9.9621,-1.8231
-7.7662,0.9169,-5.1205,-0.9566,-6.3715,-2.239
-5.7315,1.2544,-4.89,-1.0263,-5.8889,-1.6257
-7.3504,0.8975,-4.3112,-0.4747,-5.6712,-2.1602
-6.2783,0.4287,-5.4155,-2.4635,-6.8701,-2.5809
-6.7686,0.266,-4.7787,-1.5202,-7.4923,-3.3517
-5.7649,0.7039,-6.4526,-0.6619,-7.5208,-2.1891
-5.0364,1.4565,-5.2963,-0.4701,-6.096,-1.7473
-6.34,0.8601,-5.7022,-0.9147,-6.0581,-1.9839
-6.1373,0.8819,-4.4255,-0.7148,-5.3122,-1.8385
-7.8296,0.3624,-5.6101,-0.7596,-6.3812,-2.2633
-8.2995,0.5198,-5.952,-1.2609,-5.6999,-2.1593
-9.8967,1.2165,-5.0081,-0.0985,-7.3708,-1.5956
-6.7803,1.238,-6.1415,-0.7924,-5.3128,-3.5773
-10.7907,0.7452,-6.4772,-0.743,-6.588,-3.0183
-7.2888,0.4202,-4.6497,-2.0121,-6.8253,-3.0321
-8.1719,1.1925,-6.6453,-0.5706,-5.8036,-2.43
-7.1475,0.7508,-7.5857,-0.9682,-5.3931,-2.1736
-4.3969,0.5834,-5.8475,-0.9239,-5.4833,-1.8117
-5.8384,1.4851,-5.6005,0.1164,-7.3122,-0.5834
-6.6529,1.1338,-6.0507,-1.0131,-8.1622,-1.8783
-6.9519,0.407,-6.4477,-1.3171,-7.6529,-4.1779
-7.1566,1.9651,-4.3528,0.1651,-6.4644,-0.7984
-5.5376,0.7071,-4.6651,-0.7903,-9.1294,-1.3696
-10.5426,0.959,-7.2863,-0.6665,-10.1357,-1.1328
-8.1681,0.7878,-7.0474,-0.8693,-7.1486,-2.4392
-8.1625,0.8723,-4.8517,-1.0072,-5.7511,-1.6164
-5.8064,1.2081,-6.5234,-0.7794,-7.9187,-1.8077
-6.799,1.0818,-4.6499,-1.4653,-5.7191,-1.8939
-6.6045,2.0894,-5.7759,0.0053,-5.7987,-1.5594
-6.6793,1.5095,-5.2667,-0.84,-5.4805,-0.8981
-8.054,1.665,-5.643,-0.7173,-5.5072,-1.6767
-5.6475,0.5968,-5.4977,-1.0155,-8.0374,-3.4255
-6.4542,0.7207,-5.0247,-0.9693,-7.245,-1.9613
-7.4243,1.1521,-5.3568,-0.2645,-6.8334,-1.0993
-8.9027,0.7558,-5.1557,-0.6416,-5.8648,-1.3245
-9.1201,1.3306,-6.0353,-0.4642,-7.8375,-1.7391
-8.8302,1.1254,-7.1501,-0.5238,-6.6562,-2.3031
-6.5275,1.081,-6.4601,-0.4103,-6.5246,-1.9791
-6.389,0.8483,-6.283,-0.5618,-7.2052,-1.1131
-5.1352,0.7701,-6.8471,-0.1486,-6.0947,-2.2642
-6.8984,0.8921,-5.4972,-1.0067,-5.2494,-1.0352
-7.1286,0.1565,-5.8135,-0.9158,-8.4778,-3.0094
-9.0271,1.2562,-6.2533,-0.6897,-6.2745,-1.4849
-7.753,0.5454,-5.0116,-0.5759,-6.4242,-1.4482
-5.5913,0.5582,-5.607,-0.6195,-5.7157,-2.3229
-6.6594,0.4914,-5.0071,-1.2011,-8.1614,-2.8546
-4.8607,0.642,-4.6778,-0.8068,-7.6513,-1.9292
-5.3958,1.0844,-6.4414,-0.2572,-6.7392,-1.7735
-8.0199,0.9418,-6.2312,-0.2927,-8.7429,-1.2518
-5.3634,0.6203,-6.0652,-1.4781,-6.2637,-2.052
-10.5105,1.1032,-5.657,-0.3421,-5.6402,-2.1303
-5.9541,0.1834,-4.8196,-1.254,-7.0723,-2.4751
-7.4598,0.8833,-5.0961,-1.0839,-7.2094,-1.1207
-7.3698,0.9853,-6.1185,-0.5205,-6.3585,-2.257
-10.7651,0.3997,-5.3343,-0.9268,-5.1403,-1.8288
-7.1193,0.871,-5.9029,-0.7302,-4.9482,-2.3435
-6.967,1.7638,-6.3008,-1.0725,-5.5593,-2.07
-5.828,0.3538,-4.9874,-0.7398,-6.3303,-2.5896
-7.4393,1.245,-7.3982,-0.2134,-6.1934,-0.9153
-7.4216,0.8291,-6.0132,-0.9062,-6.2826,-2.035
-5.9463,1.5827,-3.8674,-0.7918,-6.5895,-1.5412
-7.6923,0.9501,-6.0165,-0.7604,-6.2733,-2.5216
-9.4652,0.1437,-6.6184,-1.3332,-6.9168,-2.7165
-8.2493,0.9536,-5.4714,-0.8161,-5.1595,-2.1362
-6.4389,0.5949,-4.8787,-1.1421,-5.2989,-2.6971
-6.3771,0.7553,-5.216,0.1097,-7.5262,-0.7696
-7.9168,0.8505,-6.3238,-0.18,-6.0181,-1.3046
-6.8317,0.9037,-5.7183,-0.6628,-8.5013,-1.7366
-7.9201,0.7359,-6.4792,-1.2116,-7.2259,-2.8752
-6.5412,0.6086,-5.744,-1.2193,-6.2038,-1.805
-6.4783,0.9041,-6.1434,-0.6139,-7.68,-2.2871
-7.6257,0.7332,-6.7314,-0.2652,-9.297,-1.297
-7.5367,1.4802,-4.9033,0.0104,-6.4568,-1.1447
-4.8919,1.2976,-6.8412,-0.3564,-7.2908,-1.7806
-7.5481,0.7883,-5.1595,-0.7873,-6.8647,-1.6819
-6.0756,0.8552,-7.9129,-0.5718,-6.4016,-1.7447
-5.8253,1.3228,-4.7075,-0.5719,-6.0683,-1.5307
-7.4532,1.6668,-5.0561,-0.9048,-8.0414,-2.3512
-8.0176,0.5034,-4.4461,-1.3367,-5.4151,-3.1309
-6.6319,0.2896,-5.9537,-1.0963,-5.7946,-2.0991
-6.4526,0.1568,-6.1025,-1.6993,-7.2048,-2.1792
-7.0229,1.6395,-4.8983,-0.1622,-7.9479,-1.0919
-7.9925,0.7023,-5.6005,-0.5426,-5.8899,-1.0004
-10.936,1.3252,-5.1135,-0.8693,-7.4537,-1.5032
-7.3728,0.6183,-6.7797,-1.0921,-5.8688,-2.3883
-7.8808,0.805,-7.5266,-0.8808,-7.5409,-1.9299
-8.5868,0.2966,-6.1836,-1.3864,-6.6268,-3.5382
-6.7467,1.191,-6.4563,-0.6981,-6.3358,-2.4861
-7.646,0.7884,-7.0226,-0.7056,-6.1923,-1.4141
-7.4417,1.2168,-6.162,-0.2489,-6.5005,-0.8755
-8.1505,0.33,-5.758,-1.2321,-6.8001,-2.9189
-6.2379,0.4401,-6.2336,-1.0996,-7.2148,-3.1998
-6.5168,1.56,-5.1967,-0.9006,-7.9723,-1.2783
-6.8676,1.1556,-7.3686,-0.7023,-7.3218,-1.7465
-5.0729,0.4288,-4.8525,-0.8076,-6.8618,-1.5564
-6.7121,0.9121,-5.8918,-0.8344,-12.3103,-2.0535
-7.6528,1.1503,-4.9044,-0.8588,-6.2146,-2.2239
-5.8044,0.7365,-6.9969,-1.121,-6.7256,-2.4974
-5.4312,1.3238,-4.9037,-0.4844,-6.5265,-1.2075
-9.7099,0.5427,-5.9995,-1.1186,-7.2325,-2.5136
-6.065,1.1828,-4.8735,-0.7743,-6.8874,-3.0938
-6.7967,0.8515,-7.7532,-0.6345,-6.3929,-1.8059
-5.4498,0.5873,-6.2292,-0.7139,-6.1852,-2.4721
-10.0305,0.2003,-7.064,-1.3796,-6.7951,-3.7638
-8.7661,2.1294,-4.6703,-0.4694,-6.6034,-0.3475
-7.1875,1.1304,-7.5151,-0.3512,-5.32,-1.8557
-7.4179,1.237,-4.1846,-0.8959,-6.0913,-2.3213
-7.0879,1.6235,-4.7639,-0.5016,-5.4497,-1.3163
-7.0788,0.3872,-5.3277,-1.6958,-6.5138,-2.0053
-5.9548,1.4616,-6.5612,-0.3979,-6.1594,-2.0683
-6.2437,0.0624,-5.9098,-1.4411,-6.1136,-2.6058
-9.2418,0.7716,-5.8555,-0.723,-5.7333,-1.6752
-5.0306,1.0849,-6.1665,-0.8928,-7.9774,-1.0747
-9.0308,0.45,-6.4732,-0.876,-6.1922,-1.4933
-5.7091,1.851,-4.914,-0.5179,-7.9262,-0.4826
-7.0439,0.569,-6.4061,-0.8863,-7.2447,-2.6224
-10.1369,1.2026,-5.2173,-0.0066,-7.8751,-1.0392
-6.0036,1.0643,-4.2699,-0.8225,-7.2916,-2.1549
-7.2494,1.0875,-6.5168,-0.5588,-7.687,-1.6684
-5.9214,0.8048,-5.5593,-1.024,-5.2862,-1.6991
-7.8235,1.4747,-4.9456,-1.1484,-6.3569,-2.8492
-7.898,0.9209,-5.2654,-0.9273,-7.4861,-1.5129
-8.2293,1.0442,-5.5116,-0.657,-7.2187,-1.9254
-5.5679,1.1475,-7.9482,-0.6579,-7.6444,-2.5895
-6.2027,1.1682,-5.153,-1.2463,-7.9019,-2.2454
-7.5836,1.2797,-5.3522,-0.1191,-6.5591,-0.8247
-6.693,0.8131,-4.5214,-0.8697,-8.2391,-1.6317
-4.454,1.3876,-5.3031,-0.3907,-6.9536,-0.5791
-6.3494,1.2056,-5.2081,-0.7525,-6.8265,-2.0236
-8.2773,0.758,-4.9475,-0.5874,-5.4989,-1.9226
-6.0655,-0.102,-4.4951,-1.9077,-5.2998,-2.2311
-11.0509,1.531,-5.472,-0.166,-5.8948,-0.883
-8.006,0.7851,-4.7321,-1.3728,-6.5551,-2.161
-5.4387,0.3308,-4.775,-1.7961,-8.5664,-2.4851
-8.0426,0.7624,-6.129,-1.138,-6.3739,-1.8818
-7.5681,0.7076,-4.8446,-1.1504,-7.2106,-2.2387
-8.1719,0.562,-4.9066,-0.9409,-6.0741,-2.7749
-5.497,0.571,-5.188,-0.7919,-7.4025,-3.6865
-12.0011,0.7248,-7.7134,-0.7969,-4.9374,-3.4034
-6.2059,1.9921,-4.2486,-0.652,-6.4792,-0.9871
-6.5162,0.9473,-4.9114,-0.6858,-5.7544,-2.1248
-9.216,1.569,-4.6191,-0.1378,-6.5115,-0.8016
-7.132,0.2368,-7.03,-0.6696,-7.2023,-2.3701
-6.5756,1.0345,-6.6212,-1.0908,-6.7313,-2.1789
-6.9664,0.9068,-6.1896,-0.6912,-5.5026,-1.935
-8.1514,1.4749,-6.5737,-0.2271,-5.4439,-1.9244
-7.0321,0.97,-6.5555,-0.7572,-7.9881,-1.5939
-9.608,1.8113,-4.5729,-0.3924,-7.2478,-0.4667
-6.3326,0.7833,-6.0018,-0.5792,-5.166,-1.7344
-5.1861,0.9121,-4.1348,-1.7278,-5.9461,-1.6867
-8.3167,0.737,-5.7648,-0.5748,-5.2933,-2.4875
-6.4822,1.0591,-6.4882,-0.5029,-5.1198,-1.412
-5.7012,1.4069,-4.5595,0.4763,-8.2369,-0.2305
-7.2508,0.6398,-5.1657,-0.9769,-7.7255,-2.5797
-6.8699,0.6652,-5.8762,-1.4276,-6.6063,-2.5186
-6.8087,0.3644,-5.7036,-0.728,-7.2662,-2.5988
-5.7589,1.4997,-4.7247,-0.1319,-7.5777,-1.7974
-9.5536,2.4865,-4.7251,-0.4827,-6.4318,-0.8648
-8.5343,0.4804,-6.2164,-1.0343,-6.1912,-3.1071
-9.1442,1.3318,-4.7832,-0.652,-7.4065,-1.7194
-5.69,0.6632,-5.9697,-0.7088,-6.0801,-1.8651
-11.258,0.0302,-5.135,-1.26,-5.4446,-3.1997
-8.472,0.7511,-5.9667,-1.2835,-7.0015,-2.2948
-9.5086,1.5845,-5.2389,-0.9065,-6.0839,-1.0736
-6.4214,1.7959,-6.4994,-0.1859,-6.4589,-0.4189
-6.9421,0.2064,-4.9675,-0.981,-7.0574,-1.9193
-6.7626,1.4292,-6.3422,-0.4808,-5.8904,-1.5306
-6.5015,0.6177,-4.5239,-0.9959,-7.6548,-2.2255
-7.0107,1.3249,-4.908,-0.4341,-7.7124,-1.6157
-6.8263,0.8087,-5.9731,-1.1098,-7.0604,-3.4514
-11.0503,1.492,-5.1251,-1.3761,-7.0452,-1.0672
-5.5992,1.8824,-4.8328,0.3668,-6.0985,-0.0155
-7.3436,0.9823,-6.2828,-1.1617,-5.8367,-2.4639
-5.9011,0.7154,-5.5587,-0.9834,-6.8812,-1.9181
-6.9581,2.1972,-5.5531,-0.0191,-6.1107,-0.1419
-5.5591,2.8457,-4.1041,-0.5424,-5.7781,-0.3367
-5.6092,0.5832,-5.1144,-1.0972,-5.554,-2.467
-7.335,0.9287,-5.3623,-1.157,-6.474,-2.0859
-8.4947,1.2146,-7.4304,-0.5687,-5.538,-1.2878
-5.8122,1.1355,-4.9394,-0.6834,-7.0372,-1.4378
-7.3645,0.8397,-4.7371,-0.5095,-7.0825,-1.0819
-7.1716,1.5293,-5.9883,-0.5637,-5.577,-1.247
-6.4499,0.461,-5.8939,-0.924,-5.7512,-3.0129
-7.3756,0.9174,-3.69,-0.5217,-7.4669,-1.3149
-8.4189,1.9509,-3.9435,-0.5799,-6.2242,-1.4518
-8.5367,1.347,-4.8746,-0.8252,-6.9698,-1.439
-7.4022,1.0806,-6.8589,-0.2737,-8.3973,-0.7359
-6.5799,1.5116,-6.2287,-0.2964,-6.0683,-0.9085
-8.2541,0.8187,-4.9966,-0.6075,-7.1907,-1.6626
-6.8767,1.5109,-5.3491,-0.7864,-5.5664,-1.3049
-10.7825,0.8855,-6.705,-0.5465,-6.6456,-1.5267
-8.6946,1.0999,-3.7679,-0.8963,-7.0208,-1.3657
-7.7697,0.9001,-6.3592,-0.4233,-7.9082,-1.8875
-6.4349,0.599,-4.8044,-0.5157,-5.9929,-2.4281
-6.3993,0.2084,-5.5188,-1.0054,-5.4727,-2.2623
-7.3678,1.1419,-5.1463,-0.2918,-6.3907,-2.2124
-8.7271,0.5149,-5.7571,-1.1166,-8.282,-2.6442
-7.8752,1.9375,-4.5234,-0.0827,-5.3716,-2.1896
-9.2042,0.1395,-6.6357,-0.9235,-5.2331,-2.1195
-5.424,1.9065,-4.8318,-0.3243,-5.4573,-1.5253
-8.6355,0.6451,-6.9387,-0.9196,-8.3211,-2.174
-6.0347,1.7539,-6.1032,-0.5003,-7.6311,-1.188
-6.8476,1.0083,-6.3066,-0.345,-6.7747,-1.4735
-8.7703,1.1983,-4.7669,-0.3741,-6.731,-1.9201
-5.4403,0.6313,-6.8176,-1.2702,-5.8411,-2.2495
-9.3408,1.2404,-5.9798,-0.3642,-6.8418,-2.0569
-6.4459,0.7479,-5.6455,-0.7414,-6.7974,-2.1172
-7.7337,1.5514,-8.4631,-0.8349,-6.3881,-1.6115
-8.1375,1.001,-5.9597,-0.6359,-5.7785,-1.6801
-10.4348,0.6745,-5.6897,-0.8512,-6.8646,-2.4814
-5.7394,0.6512,-4.8222,-1.835,-6.0368,-2.8889
-6.6307,1.6584,-4.8231,-0.6755,-6.2879,-2.0526
-7.4493,0.2005,-6.8102,-1.0411,-7.4415,-2.8356
-6.4268,1.6772,-4.6082,-0.6639,-7.2543,-0.4167
-6.8302,0.4956,-6.9914,-0.6246,-6.7214,-2.2763
-5.2818,0.7115,-5.024,-1.1297,-6.5634,-2.3243
-8.1657,0.5396,-5.7783,-0.9658,-7.5985,-2.1626
-7.257,1.4644,-4.5644,-0.7116,-7.1464,-0.4028
-7.3756,0.8475,-4.8624,-0.7056,-6.0964,-3.0158
-7.2073,0.723,-7.4748,-0.9418,-6.9485,-1.7804
-5.4691,1.1793,-4.7812,-1.3467,-6.696,-1.4245
-8.578,0.7368,-6.7076,-0.682,-6.5013,-2.3767
-8.7511,1.1763,-5.1429,-0.7599,-6.8113,-1.7474
-9.17,0.7283,-7.4785,-1.2956,-5.8157,-2.0749
-3.618,1.2309,-4.8709,-1.002,-9.4961,-1.02
-8.4481,1.8043,-4.8124,-0.3813,-5.2273,-0.742
-5.3387,1.8506,-5.0714,-0.3715,-6.9337,-0.3709
-8.3502,1.4439,-5.4705,-0.7325,-5.2855,-0.9867
-5.7244,1.6773,-5.6927,-1.278,-5.962,-0.8135
-9.8677,0.7903,-4.4005,-1.0626,-7.6666,-1.1736
-6.5392,0.4438,-5.747,-1.4267,-5.6024,-3.0604
-6.9219,0.9733,-7.9073,-0.8383,-6.1576,-2.8389
-7.2592,0.568,-5.6464,-0.4681,-7.1005,-2.0425
-6.8479,0.8014,-9.0983,-0.9632,-6.9495,-2.77
-7.4014,0.3179,-6.9546,-0.984,-6.2294,-2.4831
-7.5917,0.6506,-5.3363,-1.0015,-5.6864,-2.7942
-7.9298,0.9686,-5.6103,-0.6501,-6.01,-1.9477
-7.402,-0.0179,-6.7779,-1.4784,-5.8602,-2.5828
-6.6021,0.9958,-5.9273,-0.6635,-6.4483,-2.4466
-7.2773,1.2119,-5.2128,-0.8448,-7.4402,-2.2487
-6.0154,1.1216,-6.7106,-1.0827,-6.4354,-1.2297
-7.2693,1.3319,-4.6825,-0.5021,-6.3578,-2.1327
-14.0822,0.27,-5.3295,-1.859,-6.4636,-2.0887
-7.8815,0.5845,-6.6657,-0.7301,-9.316,-2.6263
-6.5171,0.7421,-5.2075,-0.6337,-6.2613,-2.2477
-7.0328,0.566,-5.907,-1.0553,-5.3684,-3.306
-9.466,1.3221,-4.8415,-0.7996,-5.9286,-1.1218
-5.8461,0.0908,-6.1854,-1.3089,-5.9604,-2.6152
-7.7555,1.1114,-5.999,-0.6186,-5.9698,-2.0767
-5.4492,0.4686,-6.2106,-1.1661,-5.9214,-2.4506
-6.3271,0.4647,-6.0182,-0.7063,-7.2835,-1.9765
-5.4042,0.8778,-6.2562,-0.823,-5.2251,-1.9431
-6.4274,0.5881,-6.5277,-0.7732,-8.9927,-2.2079
-7.884,0.9291,-4.8586,-0.6012,-7.0281,-2.1446
-7.0432,0.8327,-5.0863,-0.8995,-5.7287,-1.4172
-10.8199,1.2916,-5.3982,-0.5574,-7.1136,-1.5724
-7.1092,0.4696,-6.5383,-1.4321,-7.102,-2.6101
-9.4797,1.0509,-7.4768,-0.5224,-8.0038,-2.4773
-6.162,0.8613,-5.6126,-0.8561,-5.762,-2.0696
-9.7843,1.7763,-5.1153,-0.9051,-7.3506,-1.1128
-8.2172,1.4397,-5.0684,-0.2281,-7.9644,-1.4634
-6.7459,1.6921,-4.4619,-0.2676,-5.7357,-0.078
-8.3264,0.8364,-4.9365,-1.1859,-6.7594,-2.8943
-8.8752,0.8345,-5.9801,-1.1617,-6.2225,-3.951
-6.188,1.7398,-5.6419,-0.4661,-7.7774,-0.8753
-9.8372,0.793,-6.8856,-0.5347,-5.8641,-2.841
-6.1607,0.7711,-5.9256,-1.0051,-6.0602,-1.6929
-6.9581,0.7794,-5.6884,-0.89,-6.1654,-2.7462
-5.6892,1.7911,-7.0402,-0.0728,-5.9724,-1.4325
-9.006,0.8465,-5.5734,-0.1845,-5.3551,-0.9908
-6.897,1.1572,-5.0747,-1.4215,-6.0244,-1.315
-6.8215,0.8955,-6.8822,-1.2393,-10.061,-1.9589
-6.6457,0.2971,-6.5527,-1.7687,-6.2837,-3.6855
-6.0303,2.1753,-6.7744,0.036,-6.5101,-1.275
-6.7231,1.4538,-6.1506,-1.0574,-8.3571,-2.5176
-7.9101,0.1296,-4.6521,-1.5239,-5.2842,-3.628
-7.6003,0.1802,-6.2391,-1.0409,-6.075,-2.8049
-9.0684,0.4401,-4.5892,-1.3845,-7.2101,-2.046
-9.4595,0.5583,-6.1853,-1.1813,-8.1295,-2.5108
-8.4294,1.2734,-3.9332,-0.4924,-7.0383,-1.1284
-4.5296,0.3998,-5.4373,-1.4839,-5.6466,-2.802
-8.7382,1.4976,-5.346,-0.9184,-6.2128,-1.404
-6.0893,0.6646,-7.1678,-0.8052,-5.8178,-2.188
-9.9624,0.4882,-6.1242,-1.1336,-6.6154,-2.3278
-5.6658,1.283,-5.513,-0.714,-7.0306,-1.1971
-5.8108,1.6277,-6.6223,-0.6751,-6.4517,-1.3814
-4.8104,1.1347,-7.1796,-0.295,-7.0689,-0.9632
-7.4913,1.0006,-5.847,-0.4926,-6.5597,-1.5711
-8.4596,1.4037,-4.219,-0.5863,-5.6579,-0.8821
-5.9285,1.2749,-5.8943,-0.1537,-7.6448,-2.091
-8.1472,1.0784,-7.3627,-0.2921,-6.9688,-1.8368
-6.1149,0.3013,-5.0314,-1.7133,-5.9398,-2.7998
-6.1775,1.0476,-5.073,-0.6843,-8.6871,-1.6942
-8.173,0.8847,-6.0287,-0.5287,-6.1422,-2.3479
-6.7335,1.3108,-5.5775,-1.2865,-8.5603,-2.793
-10.4351,0.7579,-5.7385,-0.6454,-6.7012,-1.5147
-6.3217,1.1317,-4.1142,-1.0745,-7.7147,-1.5775
-6.8953,2.0011,-4.2091,-0.1208,-6.9071,-1.4904
-8.2608,1.3512,-5.2846,-0.3485,-6.0157,-0.3535
-6.1208,0.4824,-4.8656,-0.9258,-5.5561,-2.3662
-7.3932,0.038,-5.197,-1.3385,-5.1973,-3.1497
-8.0184,1.4314,-5.4262,-0.6899,-7.1489,-1.1286
-7.7686,0.4741,-5.6106,-0.9713,-6.1463,-4.1508
-7.3178,1.6991,-4.4019,-0.2468,-6.1774,-1.8199
-7.992,1.6962,-5.0975,-0.0933,-5.6457,-0.7614
-7.3624,0.9835,-6.3759,-0.5851,-7.2607,-2.2518
-5.6398,0.0314,-7.2356,-1.0952,-7.0605,-3.0998
-6.1627,1.5133,-5.4144,-0.1552,-5.5105,-1.4474
-5.7985,0.997,-5.5156,-0.5038,-7.139,-0.9038
-7.5264,0.9587,-5.77,-0.669,-5.96,-1.3192
-6.6348,1.689,-4.9445,-0.2695,-7.1707,-1.1985
-6.0459,1.7332,-4.4268,-0.5676,-7.0486,-1.6129
-5.7697,0.5252,-5.4234,-1.2289,-6.1469,-2.1163
-5.1123,0.4024,-5.0333,-1.3194,-7.0332,-2.3519
-7.341,0.2577,-6.6734,-1.325,-6.4548,-4.403
-9.0067,0.6856,-4.794,-1.1224,-8.8489,-2.3082
-8.2556,1.2363,-4.7665,-0.4497,-6.3822,-1.2223
-8.1337,1.0523,-6.0485,-0.6249,-5.1281,-3.0681
-7.9827,1.3684,-5.7168,-0.586,-6.0979,-1.066
-6.6045,1.8313,-6.5295,-0.0642,-5.1967,-0.9612
-11.2867,1.5893,-5.0114,0.5277,-6.6871,-0.1877
-8.8103,1.2701,-8.0516,-0.5051,-6.7198,-1.9511
-5.7052,1.3497,-3.8916,-1.4956,-7.6032,-1.4333
-8.5037,-0.0143,-5.5766,-1.4566,-5.9368,-3.2019
-9.4932,0.4533,-6.2656,-1.1453,-5.1767,-3.6325
-5.0487,0.282,-5.7529,-0.9486,-6.7499,-3.3107
-4.9053,0.9615,-5.7533,-1.6402,-7.5321,-3.5676
-9.5923,1.3843,-8.0558,-0.2734,-5.5988,-1.7728
-8.9929,1.0845,-5.4795,-0.5645,-6.7611,-2.4908
-6.8301,1.2049,-5.7089,-0.9032,-5.6325,-2.4178
-8.9371,0.8687,-5.0587,-0.6588,-6.3244,-1.569
-5.624,2.0358,-4.6762,-0.4372,-5.8501,-0.5088
-8.5151,1.5983,-5.2268,-1.9176,-6.7979,-1.6132
-5.5855,0.5476,-4.5153,-1.1167,-12.4531,-2.249
-6.6175,0.6104,-5.7897,-1.3026,-5.9332,-1.7651
-7.865,1.1608,-5.7044,-0.6188,-6.9722,-1.8358
-9.1419,-0.7576,-5.5045,-1.7655,-6.3871,-3.351
-5.7088,0.5426,-6.0103,-1.2846,-6.8403,-2.6766
-6.5264,0.6023,-5.3228,-0.9956,-6.7337,-2.1706
-10.2455,0.6054,-6.105,-1.4548,-6.8692,-2.3231
-7.2582,1.017,-4.9091,-0.302,-6.2645,-1.2761
-5.7278,0.1346,-5.9873,-1.2907,-9.0376,-3.4563
-9.1459,0.9493,-5.3728,-0.3834,-6.3799,-1.5452
-6.2798,0.7489,-5.9606,-1.0911,-6.0818,-2.7842
-6.71,1.1493,-6.6125,-0.4676,-6.9299,-1.8353
-8.2679,1.9572,-5.2325,-0.0958,-5.4803,-2.1079
-9.2792,0.4124,-4.9656,-1.3105,-6.9145,-2.6868
-7.5993,2.0027,-4.873,0.2038,-4.9582,-0.2817
-7.8584,0.7165,-8.4677,-0.7051,-6.8219,-3.0771
-6.9545,1.081,-5.4451,-0.0424,-6.6517,-1.7561
-7.6071,0.7793,-6.0071,-0.9365,-7.7381,-1.4899
-9.4495,0.3517,-5.3714,-1.5626,-6.7671,-1.7459
-6.2259,0.9362,-4.9215,-0.5547,-6.1717,-1.5368
-7.4629,0.2634,-7.3778,-0.9381,-6.4419,-3.6403
-11.1035,1.3961,-7.7238,0.2837,-7.0925,-1.0226
-12.3703,1.7074,-4.8217,-0.1939,-6.0925,-1.16
-4.6209,0.4211,-7.5851,-1.2794,-6.623,-3.0257
-9.7166,0.9321,-4.668,-1.8317,-6.6624,-1.8994
-8.7357,0.6401,-4.738,-1.1009,-7.1104,-2.7638
-9.8532,0.9378,-7.4504,-0.7183,-6.2503,-2.1166
-7.7392,0.971,-6.8169,-0.4997,-4.765,-1.0338
-8.2118,1.4863,-5.0937,-0.6312,-7.9583,-1.527
-7.6166,0.9755,-5.6423,-0.4115,-5.4592,-1.2299
-5.7893,1.2964,-7.0919,-0.4917,-7.9584,-2.1153
-8.4494,2.0093,-5.1517,-0.1926,-6.8131,-0.5254
-11.1183,0.9042,-5.4194,-0.5218,-6.1856,-2.0292
-6.8249,1.2455,-4.2123,-0.028,-6.7896,-1.434
-9.1451,1.3603,-4.3653,-0.8253,-6.6708,-1.3024
-5.4498,1.4527,-5.033,-0.1434,-5.7723,-2.4976
-9.9014,0.9027,-5.5064,-1.2101,-7.0234,-3.021
-6.1489,1.068,-7.4714,-0.3021,-6.007,-2.2855
-5.9088,0.4117,-6.0476,-1.5958,-7.892,-3.2002
-8.7154,1.18,-5.1186,-0.9112,-6.5721,-1.3987
-8.802,0.081,-5.1536,-1.5926,-5.6733,-2.6468
-9.3393,0.9629,-5.6729,-0.6964,-6.3231,-1.7579
-8.6444,1.9458,-3.9043,-0.4531,-5.7037,-2.2622
-7.8673,1.3758,-6.833,0.1544,-7.2837,-1.1573
-7.7719,1.0858,-5.5447,-0.9237,-6.1611,-1.5586
-7.1721,0.3301,-8.0333,-1.5633,-6.4156,-2.7779
-6.2767,1.2606,-5.3919,-0.2193,-6.0376,-1.963
-7.6126,2.5677,-4.0211,-0.2664,-9.8359,-0.8503
-7.2028,1.8322,-5.178,-0.5368,-6.8752,-1.8427
-5.239,1.9243,-4.3,-0.3779,-7.0248,-1.64
-5.8029,1.715,-4.785,-0.3896,-6.6169,-1.1786
-6.1962,0.7202,-6.546,-0.9352,-7.334,-2.7945
-8.5432,0.6758,-4.9839,-1.0641,-5.8227,-2.9126
-8.6741,1.7421,-4.2447,-0.6566,-7.6646,-1.0037
-7.3293,2.0632,-4.7972,0.0142,-6.0794,-1.8338
-8.3359,0.5776,-5.2672,-1.075,-7.1028,-2.8861
-8.5123,1.2623,-6.307,0.2483,-7.5952,-0.8736
-5.3621,0.4247,-5.346,-1.2732,-7.0829,-2.5581
-7.0038,0.5394,-5.6509,-1.5022,-6.0841,-1.4434
-4.7257,1.0699,-4.371,-1.0564,-7.4773,-2.0158
